Player_id,Team_id,Name,Role,Kills_avg,Assists_avg,Deaths_avg,CS/min,Gold/min,Damage/min,Vision/min
1,39,1116,Mid,4.388888888888889,7.166666666666667,2.5,8.772140498348808,429.1558090663446,669.2692885019485,1.2951065746022161
2,44,1Jiang,Top,4.9411764705882355,4.294117647058823,1.9411764705882353,8.863887185775608,434.3966891477626,639.446965052116,1.0686695278969969
3,96,1xn,Bot,3.0,4.615384615384615,2.3846153846153846,7.749650349650345,400.97832167832144,585.2979020979017,2.1377622377622365
4,10,2T,Top,3.4193548387096775,4.709677419354839,3.5806451612903225,8.284084636614548,414.1026678932849,607.1481140754379,1.1724011039558435
5,80,369,Top,2.888888888888889,5.111111111111111,1.7777777777777777,8.619541805365218,408.50205600156806,619.7846093597047,1.1004503622478994
6,31,5kid,Bot,2.823529411764706,4.529411764705882,3.6470588235294117,8.716537726993192,400.80341825009,552.4047518855417,1.4566406629333541
7,41,665,Jungle,2.5294117647058822,7.0588235294117645,4.588235294117647,5.442485808186429,325.6044218703313,339.88288019121563,1.452046608903494
8,85,Able,Bot,3.0,2.75,3.375,9.694498295340585,423.9507988501899,557.8407647570017,1.5321879804799765
9,31,Acce,Top,2.176470588235294,3.0,2.8823529411764706,7.6619298870294426,361.01576408895306,453.74162431618925,0.9050593985692574
10,54,Acee,Mid,3.0,5.95,2.55,8.43744831008438,397.5012405579764,595.4413629596971,1.1528918784804572
11,37,Ackerman,Support,1.7894736842105263,12.31578947368421,1.1578947368421053,1.3931641605861012,300.8649670615351,345.853889102243,3.47582050751825
12,11,Adam,Top,3.5,5.4375,1.6875,8.203907567192305,410.51869483288704,402.0807299414857,1.1087969850242985
13,60,Aegis,Jungle,2.4,7.4,4.0,5.858272033627272,337.712797551058,310.9736373189567,1.1842646319733185
14,92,Ahn,Bot,4.818181818181818,6.818181818181818,2.272727272727273,7.748921807612962,435.9647477967365,713.8627414213375,2.281080067504215
15,64,Aiming,Bot,3.6666666666666665,3.2222222222222223,1.5555555555555556,9.814468085106368,448.54468085106316,603.028085106382,1.9540425531914862
16,71,Aithusa,Mid,2.7,3.6,3.1,7.5951241178502835,361.4213097764405,639.6930365691173,1.2051522479395966
17,89,Aki,Jungle,1.7857142857142858,8.857142857142858,1.7857142857142858,5.286925157799801,325.3936880072126,305.1743913435517,1.3439134355274975
18,82,Ale,Top,2.75,2.875,2.5,8.464163822525597,392.59184902629994,434.0052198353744,0.9716924312387071
19,3,Alex,Jungle,1.8333333333333333,17.0,2.0,5.7598978288633464,369.66794380587487,415.07662835249045,1.5070242656449553
20,15,Alvaro,Support,0.8620689655172413,10.172413793103448,3.413793103448276,1.254807950337227,266.6472261480937,188.2770094996153,3.5658443208043353
21,98,Andil,Support,0.6666666666666666,9.266666666666667,2.6666666666666665,2.471143756558231,277.60624344176216,212.42392444910755,2.77413431269674
22,85,Angel,Mid,2.230769230769231,3.923076923076923,1.9230769230769231,8.887642699779722,397.15361506108684,521.0783096334886,1.2737832966152656
23,59,APA,Mid,2.7777777777777777,4.333333333333333,2.6666666666666665,9.05791505791508,433.1880860452299,684.2614451185896,1.611693325979044
24,1,Arashi,Jungle,1.3333333333333333,7.444444444444445,3.4444444444444446,5.458864176203844,327.35046426257827,336.20816238393434,1.4122219822932411
